,id,date
562,18627117,2019-07-01
563,18627117,2019-06-01
564,18627117,2019-05-01
565,18627117,2019-05-01
566,18627117,2019-05-01
567,18627117,2019-04-01
568,18627117,2018-10-01
569,18627117,2018-09-01
570,18627117,2018-09-01
571,18627117,2018-09-01
572,18627117,2018-09-01
573,18627117,2018-08-01
574,18627117,2018-08-01
575,18627117,2018-08-01
576,18627117,2018-07-01
577,18627117,2018-07-01
578,18627117,2018-06-01
579,18627117,2018-06-01
580,18627117,2018-06-01
581,18627117,2018-05-01
582,18627117,2018-05-01
583,18627117,2018-05-01
584,18627117,2018-05-01
585,18627117,2018-05-01
586,18627117,2018-04-01
587,18627117,2018-04-01
588,18627117,2017-10-01
589,18627117,2017-09-01
590,18627117,2017-09-01
591,18627117,2017-08-01
592,18627117,2017-08-01
593,18627117,2017-08-01
594,18627117,2017-07-01
595,18627117,2017-06-01
596,18627117,2017-05-01
597,18278359,2022-09-01
598,18278359,2022-06-01
599,18278359,2021-09-01
600,18278359,2021-06-01
601,18278359,2019-04-01
602,18278359,2018-06-01
603,18278359,2022-09-01
604,18278359,2022-06-01
605,18278359,2022-06-01
606,18278359,2022-06-01
607,18278359,2022-05-01
608,18278359,2022-05-01
609,18278359,2022-04-01
610,18278359,2022-04-01
611,18278359,2019-07-01
612,18278359,2019-04-01
613,18278359,2018-09-01
614,18278359,2018-06-01
615,18278359,2018-06-01
616,18278359,2018-05-01
617,18278359,2018-05-01
618,18278359,2017-10-01
619,18278359,2017-09-01
620,18278359,2017-06-01
621,18278359,2017-06-01
622,18278359,2017-05-01
623,1648424,2022-05-01
624,1648424,2021-08-01
625,1648424,2021-07-01
626,1648424,2021-06-01
627,1648424,2021-06-01
628,1648424,2020-08-01
629,1648424,2020-07-01
630,1648424,2020-07-01
631,1648424,2020-07-01
632,1648424,2020-06-01
633,1648424,2020-06-01
634,1648424,2019-09-01
635,1648424,2017-06-01
636,1648424,2017-05-01
637,1648424,2017-04-01
638,1648424,2016-07-01
639,1648424,2016-04-01
640,1648424,2016-03-01
641,1648424,2015-04-01
642,1648424,2014-09-01
643,1648424,2014-05-01
644,1648424,2014-04-01
645,1648424,2014-04-01
646,1648424,2014-03-01
647,1648424,2014-03-01
648,1648424,2014-01-01
649,1648424,2022-09-01
650,1648424,2022-08-01
651,1648424,2022-08-01
652,1648424,2022-08-01
653,1648424,2022-07-01
654,1648424,2022-07-01
655,1648424,2022-07-01
656,1648424,2022-07-01
657,1648424,2022-06-01
658,1648424,2022-06-01
659,1648424,2022-05-01
660,1648424,2022-04-01
661,1648424,2022-04-01
662,1648424,2021-10-01
663,1648424,2021-10-01
664,1648424,2021-10-01
665,1648424,2021-09-01
666,1648424,2021-09-01
667,1648424,2021-09-01
668,1648424,2021-09-01
669,1648424,2021-07-01
670,1648424,2021-07-01
671,1648424,2021-07-01
672,1648424,2021-07-01
673,1648424,2021-06-01
674,1648424,2020-10-01
675,1648424,2020-10-01
676,1648424,2020-09-01
677,1648424,2020-09-01
678,1648424,2020-09-01
679,1648424,2020-09-01
680,1648424,2020-09-01
681,1648424,2020-07-01
682,1648424,2020-06-01
683,1648424,2019-10-01
684,1648424,2019-09-01
685,1648424,2019-09-01
686,1648424,2019-09-01
687,1648424,2019-09-01
688,1648424,2019-08-01
689,1648424,2019-08-01
690,1648424,2019-08-01
691,1648424,2019-08-01
692,1648424,2019-07-01
693,1648424,2019-07-01
694,1648424,2019-07-01
695,1648424,2019-07-01
696,1648424,2019-06-01
697,1648424,2019-06-01
698,1648424,2019-05-01
699,1648424,2019-05-01
700,1648424,2019-05-01
701,1648424,2019-04-01
702,1648424,2019-04-01
703,1648424,2019-04-01
704,1648424,2018-10-01
705,1648424,2018-09-01
706,1648424,2018-09-01
707,1648424,2018-09-01
708,1648424,2018-09-01
709,1648424,2018-09-01
710,1648424,2018-09-01
711,1648424,2018-08-01
712,1648424,2018-08-01
713,1648424,2018-07-01
714,1648424,2018-07-01
715,1648424,2018-07-01
716,1648424,2018-06-01
717,1648424,2018-06-01
718,1648424,2018-06-01
719,1648424,2018-06-01
720,1648424,2018-05-01
721,1648424,2018-05-01
722,1648424,2018-05-01
723,1648424,2018-04-01
724,1648424,2018-04-01
725,1648424,2017-11-01
726,1648424,2017-10-01
727,1648424,2017-10-01
728,1648424,2017-09-01
729,1648424,2017-09-01
730,1648424,2017-07-01
731,1648424,2017-07-01
732,1648424,2017-07-01
733,1648424,2017-06-01
734,1648424,2017-06-01
735,1648424,2017-06-01
736,1648424,2017-06-01
737,1648424,2017-05-01
738,1648424,2017-05-01
739,1648424,2017-05-01
740,1648424,2017-04-01
741,1648424,2017-04-01
742,1648424,2017-03-01
743,1648424,2016-10-01
744,1648424,2016-09-01
745,1648424,2016-09-01
746,1648424,2016-09-01
747,1648424,2016-09-01
748,1648424,2016-09-01
749,1648424,2016-09-01
750,1648424,2016-08-01
751,1648424,2016-08-01
752,1648424,2016-08-01
753,1648424,2016-07-01
754,1648424,2016-07-01
755,1648424,2016-07-01
756,1648424,2016-06-01
757,1648424,2016-06-01
758,1648424,2016-06-01
759,1648424,2016-05-01
760,1648424,2016-05-01
761,1648424,2016-05-01
762,1648424,2016-05-01
763,1648424,2016-04-01
764,1648424,2016-04-01
765,1648424,2016-03-01
766,1648424,2015-10-01
767,1648424,2015-10-01
768,1648424,2015-10-01
769,1648424,2015-10-01
770,1648424,2015-09-01
771,1648424,2015-09-01
772,1648424,2015-09-01
773,1648424,2015-09-01
774,1648424,2015-09-01
775,1648424,2015-08-01
776,1648424,2015-07-01
777,1648424,2015-07-01
778,1648424,2015-07-01
779,1648424,2015-07-01
780,1648424,2015-07-01
781,1648424,2015-06-01
782,1648424,2015-06-01
783,1648424,2015-06-01
784,1648424,2015-06-01
785,1648424,2015-05-01
786,1648424,2015-05-01
787,1648424,2015-05-01
788,1648424,2015-05-01
789,1648424,2015-04-01
790,1648424,2015-04-01
791,1648424,2015-04-01
792,1648424,2015-04-01
793,1648424,2015-03-01
794,1648424,2015-02-01
795,1648424,2015-01-01
796,1648424,2014-11-01
797,1648424,2014-10-01
798,1648424,2014-10-01
799,1648424,2014-10-01
800,1648424,2014-09-01
801,1648424,2014-09-01
802,1648424,2014-08-01
803,1648424,2014-08-01
804,1648424,2014-07-01
805,1648424,2014-07-01
806,1648424,2014-06-01
807,1648424,2014-06-01
808,1648424,2014-05-01
809,1648424,2014-05-01
810,1648424,2014-05-01
811,1648424,2014-05-01
812,1648424,2014-05-01
813,1648424,2014-04-01
814,1648424,2014-04-01
815,1648424,2014-03-01
816,1648424,2013-11-01
817,1648424,2013-11-01
818,1648424,2013-10-01
819,1648424,2013-10-01
820,1648424,2013-10-01
821,1648424,2013-09-01
822,627095585063611679,2022-06-01
823,10197874,2022-09-01
824,10197874,2022-08-01
825,10197874,2022-08-01
826,10197874,2022-07-01
827,10197874,2021-10-01
828,10197874,2021-09-01
829,10197874,2021-06-01
830,10197874,2019-09-01
831,10197874,2018-02-01
832,10197874,2017-06-01
833,10197874,2022-09-01
834,10197874,2022-08-01
835,10197874,2022-08-01
836,10197874,2022-08-01
837,10197874,2022-08-01
838,10197874,2022-06-01
839,10197874,2021-10-01
840,10197874,2019-10-01
841,10197874,2019-09-01
842,10197874,2019-06-01
843,10197874,2019-06-01
844,10197874,2019-04-01
845,10197874,2018-10-01
846,10197874,2018-10-01
847,10197874,2018-09-01
848,10197874,2018-07-01
849,10197874,2018-05-01
850,10197874,2017-09-01
851,10197874,2017-06-01
852,10197874,2017-06-01
853,10197874,2017-05-01
854,10197874,2017-04-01
855,10197874,2016-10-01
856,10197874,2016-10-01
857,10197874,2016-09-01
858,10197874,2016-07-01
859,10197874,2016-06-01
860,10197874,2016-06-01
861,554899511405439732,2022-04-01
862,554899511405439732,2022-09-01
863,554899511405439732,2022-06-01
864,554899511405439732,2022-04-01
865,685145902462990726,2022-08-01
866,11195886,2022-08-01
867,11195886,2022-07-01
868,11195886,2022-04-01
869,11195886,2022-01-01
